chapter_verse,sanskrit,english,purport
Bg. 18.23,"Verse text
niyataṁ saṅga-rahitam
arāga-dveṣataḥ kṛtam
aphala-prepsunā karma
yat tat sāttvikam ucyate","Translation
That action which is regulated and which is performed without attachment, without love or hatred, and without desire for fruitive results is said to be in the mode of goodness.","Purport
Regulated occupational duties, as prescribed in the scriptures in terms of the different orders and divisions of society, performed without attachment or proprietary rights and therefore without any love or hatred, and performed in Kṛṣṇa consciousness for the satisfaction of the Supreme, without self-satisfaction or self-gratification, are called actions in the mode of goodness."
Bg. 18.24,"Verse text
yat tu kāmepsunā karma
sāhaṅkāreṇa vā punaḥ
kriyate bahulāyāsaṁ
tad rājasam udāhṛtam","Translation
But action performed with great effort by one seeking to gratify his desires, and enacted from a sense of false ego, is called action in the mode of passion.",
Bg. 18.25,"Verse text
anubandhaṁ kṣayaṁ hiṁsām
anapekṣya ca pauruṣam
mohād ārabhyate karma
yat tat tāmasam ucyate","Translation
That action performed in illusion, in disregard of scriptural injunctions, and without concern for future bondage or for violence or distress caused to others is said to be in the mode of ignorance.","Purport
One has to give account of one’s actions to the state or to the agents of the Supreme Lord called the Yamadūtas. Irresponsible work is destructive because it destroys the regulative principles of scriptural injunction. It is often based on violence and is distressing to other living entities. Such irresponsible work is carried out in the light of one’s personal experience. This is called illusion. And all such illusory work is a product of the mode of ignorance."
Bg. 18.26,"Verse text
mukta-saṅgo ’nahaṁ-vādī
dhṛty-utsāha-samanvitaḥ
siddhy-asiddhyor nirvikāraḥ
kartā sāttvika ucyate","Translation
One who performs his duty without association with the modes of material nature, without false ego, with great determination and enthusiasm, and without wavering in success or failure is said to be a worker in the mode of goodness.","Purport
A person in Kṛṣṇa consciousness is always transcendental to the material modes of nature. He has no expectations for the result of the work entrusted to him, because he is above false ego and pride. Still, he is always enthusiastic till the completion of such work. He does not worry about the distress undertaken; he is always enthusiastic. He does not care for success or failure; he is equal in both distress and happiness. Such a worker is situated in the mode of goodness."
Bg. 18.27,"Verse text
rāgī karma-phala-prepsur
lubdho hiṁsātmako ’śuciḥ
harṣa-śokānvitaḥ kartā
rājasaḥ parikīrtitaḥ","Translation
The worker who is attached to work and the fruits of work, desiring to enjoy those fruits, and who is greedy, always envious, impure, and moved by joy and sorrow, is said to be in the mode of passion.","Purport
A person is too much attached to a certain kind of work or to the result because he has too much attachment for materialism or hearth and home, wife and children. Such a person has no desire for higher elevation in life. He is simply concerned with making this world as materially comfortable as possible. He is generally very greedy, and he thinks that anything attained by him is permanent and never to be lost. Such a person is envious of others and prepared to do anything wrong for sense gratification. Therefore such a person is unclean, and he does not care whether his earning is pure or impure. He is very happy if his work is successful and very much distressed when his work is not successful. Such is the worker in the mode of passion."
Bg. 18.28,"Verse text
ayuktaḥ prākṛtaḥ stabdhaḥ
śaṭho naiṣkṛtiko ’lasaḥ
viṣādī dīrgha-sūtrī ca
kartā tāmasa ucyate","Translation
The worker who is always engaged in work against the injunctions of the scripture, who is materialistic, obstinate, cheating and expert in insulting others, and who is lazy, always morose and procrastinating is said to be a worker in the mode of ignorance.","Purport
In the scriptural injunctions we find what sort of work should be performed and what sort of work should not be performed. Those who do not care for those injunctions engage in work not to be done, and such persons are generally materialistic. They work according to the modes of nature, not according to the injunctions of the scripture. Such workers are not very gentle, and generally they are always cunning and expert in insulting others. They are very lazy; even though they have some duty, they do not do it properly, and they put it aside to be done later on. Therefore they appear to be morose. They procrastinate; anything which can be done in an hour they drag on for years. Such workers are situated in the mode of ignorance."
Bg. 18.29,"Verse text
buddher bhedaṁ dhṛteś caiva
guṇatas tri-vidhaṁ śṛṇu
procyamānam aśeṣeṇa
pṛthaktvena dhanañ-jaya","Translation
O winner of wealth, now please listen as I tell you in detail of the different kinds of understanding and determination, according to the three modes of material nature.","Purport
Now after explaining knowledge, the object of knowledge, and the knower, in three different divisions according to the modes of material nature, the Lord is explaining the intelligence and determination of the worker in the same way."
Bg. 18.30,"Verse text
pravṛttiṁ ca nivṛttiṁ ca
kāryākārye bhayābhaye
bandhaṁ mokṣaṁ ca yā vetti
buddhiḥ sā pārtha sāttvikī","Translation
O son of Pṛthā, that understanding by which one knows what ought to be done and what ought not to be done, what is to be feared and what is not to be feared, what is binding and what is liberating, is in the mode of goodness.","Purport
Performing actions in terms of the directions of the scriptures is called
pravṛtti,
or executing actions that deserve to be performed. And actions which are not so directed are not to be performed. One who does not know the scriptural directions becomes entangled in the actions and reactions of work. Understanding which discriminates by intelligence is situated in the mode of goodness."
Bg. 18.31,"Verse text
yayā dharmam adharmaṁ ca
kāryaṁ cākāryam eva ca
ayathāvat prajānāti
buddhiḥ sā pārtha rājasī","Translation
O son of Pṛthā, that understanding which cannot distinguish between religion and irreligion, between action that should be done and action that should not be done, is in the mode of passion.",
Bg. 18.32,"Verse text
adharmaṁ dharmam iti yā
manyate tamasāvṛtā
sarvārthān viparītāṁś ca
buddhiḥ sā pārtha tāmasī","Translation
That understanding which considers irreligion to be religion and religion to be irreligion, under the spell of illusion and darkness, and strives always in the wrong direction, O Pārtha, is in the mode of ignorance.","Purport
Intelligence in the mode of ignorance is always working the opposite of the way it should. It accepts religions which are not actually religions and rejects actual religion. Men in ignorance understand a great soul to be a common man and accept a common man as a great soul. They think truth to be untruth and accept untruth as truth. In all activities they simply take the wrong path; therefore their intelligence is in the mode of ignorance."
Bg. 18.33,"Verse text
dhṛtyā yayā dhārayate
manaḥ-prāṇendriya-kriyāḥ
yogenāvyabhicāriṇyā
dhṛtiḥ sā pārtha sāttvikī","Translation
O son of Pṛthā, that determination which is unbreakable, which is sustained with steadfastness by yoga practice, and which thus controls the activities of the mind, life and senses is determination in the mode of goodness.","Purport
Yoga
is a means to understand the Supreme Soul. One who is steadily fixed in the Supreme Soul with determination, concentrating one’s mind, life and sensory activities on the Supreme, engages in Kṛṣṇa consciousness. That sort of determination is in the mode of goodness. The word
avyabhicāriṇyā
is very significant, for it indicates that persons who are engaged in Kṛṣṇa consciousness are never deviated by any other activity."
Bg. 18.34,"Verse text
yayā tu dharma-kāmārthān
dhṛtyā dhārayate ’rjuna
prasaṅgena phalākāṅkṣī
dhṛtiḥ sā pārtha rājasī","Translation
But that determination by which one holds fast to fruitive results in religion, economic development and sense gratification is of the nature of passion, O Arjuna.","Purport
Any person who is always desirous of fruitive results in religious or economic activities, whose only desire is sense gratification, and whose mind, life and senses are thus engaged is in the mode of passion."
Bg. 18.35,"Verse text
yayā svapnaṁ bhayaṁ śokaṁ
viṣādaṁ madam eva ca
na vimuñcati durmedhā
dhṛtiḥ sā pārtha tāmasī","Translation
And that determination which cannot go beyond dreaming, fearfulness, lamentation, moroseness and illusion – such unintelligent determination, O son of Pṛthā, is in the mode of darkness.","Purport
It should not be concluded that a person in the mode of goodness does not dream. Here “dream” means too much sleep. Dreaming is always present; either in the mode of goodness, passion or ignorance, dreaming is a natural occurrence. But those who cannot avoid oversleeping, who cannot avoid the pride of enjoying material objects, who are always dreaming of lording it over the material world, and whose life, mind and senses are thus engaged, are considered to have determination in the mode of ignorance."
Bg. 18.36,"Verse text
sukhaṁ tv idānīṁ tri-vidhaṁ
śṛṇu me bharatarṣabha
abhyāsād ramate yatra
duḥkhāntaṁ ca nigacchati","Translation
O best of the Bhāratas, now please hear from Me about the three kinds of happiness by which the conditioned soul enjoys, and by which he sometimes comes to the end of all distress.","Purport
A conditioned soul tries to enjoy material happiness again and again. Thus he chews the chewed. But sometimes, in the course of such enjoyment, he becomes relieved from material entanglement by association with a great soul. In other words, a conditioned soul is always engaged in some type of sense gratification, but when he understands by good association that it is only a repetition of the same thing, and he is awakened to his real Kṛṣṇa consciousness, he is sometimes relieved from such repetitive so-called happiness."
Bg. 18.37,"Verse text
yat tad agre viṣam iva
pariṇāme ’mṛtopamam
tat sukhaṁ sāttvikaṁ proktam
ātma-buddhi-prasāda-jam","Translation
That which in the beginning may be just like poison but at the end is just like nectar and which awakens one to self-realization is said to be happiness in the mode of goodness.","Purport
In the pursuit of self-realization, one has to follow many rules and regulations to control the mind and the senses and to concentrate the mind on the self. All these procedures are very difficult, bitter like poison, but if one is successful in following the regulations and comes to the transcendental position, he begins to drink real nectar, and he enjoys life."
Bg. 18.38,"Verse text
viṣayendriya-saṁyogād
yat tad agre ’mṛtopamam
pariṇāme viṣam iva
tat sukhaṁ rājasaṁ smṛtam","Translation
That happiness which is derived from contact of the senses with their objects and which appears like nectar at first but poison at the end is said to be of the nature of passion.","Purport
A young man and a young woman meet, and the senses drive the young man to see her, to touch her and to have sexual intercourse. In the beginning this may be very pleasing to the senses, but at the end, or after some time, it becomes just like poison. They are separated or there is divorce, there is lamentation, there is sorrow, etc. Such happiness is always in the mode of passion. Happiness derived from a combination of the senses and the sense objects is always a cause of distress and should be avoided by all means."
Bg. 18.39,"Verse text
yad agre cānubandhe ca
sukhaṁ mohanam ātmanaḥ
nidrālasya-pramādotthaṁ
tat tāmasam udāhṛtam","Translation
And that happiness which is blind to self-realization, which is delusion from beginning to end and which arises from sleep, laziness and illusion is said to be of the nature of ignorance.","Purport
One who takes pleasure in laziness and in sleep is certainly in the mode of darkness, ignorance, and one who has no idea how to act and how not to act is also in the mode of ignorance. For the person in the mode of ignorance, everything is illusion. There is no happiness either in the beginning or at the end. For the person in the mode of passion there might be some kind of ephemeral happiness in the beginning and at the end distress, but for the person in the mode of ignorance there is only distress both in the beginning and at the end."
Bg. 18.40,"Verse text
na tad asti pṛthivyāṁ vā
divi deveṣu vā punaḥ
sattvaṁ prakṛti-jair muktaṁ
yad ebhiḥ syāt tribhir guṇaiḥ","Translation
There is no being existing, either here or among the demigods in the higher planetary systems, which is freed from these three modes born of material nature.","Purport
The Lord here summarizes the total influence of the three modes of material nature all over the universe."
Bg. 18.41,"Verse text
brāhmaṇa-kṣatriya-viśāṁ
śūdrāṇāṁ ca paran-tapa
karmāṇi pravibhaktāni
svabhāva-prabhavair guṇaiḥ","Translation
Brāhmaṇas, kṣatriyas, vaiśyas and śūdras are distinguished by the qualities born of their own natures in accordance with the material modes, O chastiser of the enemy.",
Bg. 18.42,"Verse text
śamo damas tapaḥ śaucaṁ
kṣāntir ārjavam eva ca
jñānaṁ vijñānam āstikyaṁ
brahma-karma svabhāva-jam","Translation
Peacefulness, self-control, austerity, purity, tolerance, honesty, knowledge, wisdom and religiousness – these are the natural qualities by which the brāhmaṇas work.",
Bg. 18.43,"Verse text
śauryaṁ tejo dhṛtir dākṣyaṁ
yuddhe cāpy apalāyanam
dānam īśvara-bhāvaś ca
kṣātraṁ karma svabhāva-jam","Translation
Heroism, power, determination, resourcefulness, courage in battle, generosity and leadership are the natural qualities of work for the kṣatriyas.",
Bg. 18.44,"Verse text
kṛṣi-go-rakṣya-vāṇijyaṁ
vaiśya-karma svabhāva-jam
paricaryātmakaṁ karma
śūdrasyāpi svabhāva-jam","Translation
Farming, cow protection and business are the natural work for the vaiśyas, and for the śūdras there are labor and service to others.",
Bg. 18.45,"Verse text
sve sve karmaṇy abhirataḥ
saṁsiddhiṁ labhate naraḥ
sva-karma-nirataḥ siddhiṁ
yathā vindati tac chṛṇu","Translation
By following his qualities of work, every man can become perfect. Now please hear from Me how this can be done.",
Bg. 18.46,"Verse text
yataḥ pravṛttir bhūtānāṁ
yena sarvam idaṁ tatam
sva-karmaṇā tam abhyarcya
siddhiṁ vindati mānavaḥ","Translation
By worship of the Lord, who is the source of all beings and who is all-pervading, a man can attain perfection through performing his own work.","Purport
As stated in the Fifteenth Chapter, all living beings are fragmental parts and parcels of the Supreme Lord. Thus the Supreme Lord is the beginning of all living entities. This is confirmed in the
Vedānta-sūtra
–
janmādy asya yataḥ.
The Supreme Lord is therefore the beginning of life of every living entity. And as stated in the Seventh Chapter of
Bhagavad-gītā,
the Supreme Lord, by His two energies, His external energy and internal energy, is all-pervading. Therefore one should worship the Supreme Lord with His energies. Generally the Vaiṣṇava devotees worship the Supreme Lord with His internal energy. His external energy is a perverted reflection of the internal energy. The external energy is a background, but the Supreme Lord by the expansion of His plenary portion as Paramātmā is situated everywhere. He is the Supersoul of all demigods, all human beings, all animals, everywhere. One should therefore know that as part and parcel of the Supreme Lord one has his duty to render service unto the Supreme. Everyone should be engaged in devotional service to the Lord in full Kṛṣṇa consciousness. That is recommended in this verse.
Everyone should think that he is engaged in a particular type of occupation by Hṛṣīkeśa, the master of the senses. And by the result of the work in which one is engaged, the Supreme Personality of Godhead, Śrī Kṛṣṇa, should be worshiped. If one thinks always in this way, in full Kṛṣṇa consciousness, then, by the grace of the Lord, he becomes fully aware of everything. That is the perfection of life. The Lord says in
Bhagavad-gītā
(12.7),
teṣām ahaṁ samuddhartā.
The Supreme Lord Himself takes charge of delivering such a devotee. That is the highest perfection of life. In whatever occupation one may be engaged, if he serves the Supreme Lord he will achieve the highest perfection."
Bg. 18.47,"Verse text
śreyān sva-dharmo viguṇaḥ
para-dharmāt sv-anuṣṭhitāt
svabhāva-niyataṁ karma
kurvan nāpnoti kilbiṣam","Translation
It is better to engage in one’s own occupation, even though one may perform it imperfectly, than to accept another’s occupation and perform it perfectly. Duties prescribed according to one’s nature are never affected by sinful reactions.","Purport
One’s occupational duty is prescribed in
Bhagavad-gītā.
As already discussed in previous verses, the duties of a
brāhmaṇa, kṣatriya, vaiśya
and
śūdra
are prescribed according to their particular modes of nature. One should not imitate another’s duty. A man who is by nature attracted to the kind of work done by
śūdras
should not artificially claim to be a
brāhmaṇa,
although he may have been born into a
brāhmaṇa
family. In this way one should work according to his own nature; no work is abominable, if performed in the service of the Supreme Lord. The occupational duty of a
brāhmaṇa
is certainly in the mode of goodness, but if a person is not by nature in the mode of goodness, he should not imitate the occupational duty of a
brāhmaṇa.
For a
kṣatriya,
or administrator, there are so many abominable things; a
kṣatriya
has to be violent to kill his enemies, and sometimes a
kṣatriya
has to tell lies for the sake of diplomacy. Such violence and duplicity accompany political affairs, but a
kṣatriya
is not supposed to give up his occupational duty and try to perform the duties of a
brāhmaṇa.
One should act to satisfy the Supreme Lord. For example, Arjuna was a
kṣatriya.
He was hesitating to fight the other party. But if such fighting is performed for the sake of Kṛṣṇa, the Supreme Personality of Godhead, there need be no fear of degradation. In the business field also, sometimes a merchant has to tell so many lies to make a profit. If he does not do so, there can be no profit. Sometimes a merchant says, “Oh, my dear customer, for you I am making no profit,” but one should know that without profit the merchant cannot exist. Therefore it should be taken as a simple lie if a merchant says that he is not making a profit. But the merchant should not think that because he is engaged in an occupation in which the telling of lies is compulsory, he should give up his profession and pursue the profession of a
brāhmaṇa.
That is not recommended. Whether one is a
kṣatriya,
a
vaiśya,
or a
śūdra
doesn’t matter, if he serves, by his work, the Supreme Personality of Godhead. Even
brāhmaṇas,
who perform different types of sacrifice, sometimes must kill animals because sometimes animals are sacrificed in such ceremonies. Similarly, if a
kṣatriya
engaged in his own occupation kills an enemy, there is no sin incurred. In the Third Chapter these matters have been clearly and elaborately explained; every man should work for the purpose of Yajña, or for Viṣṇu, the Supreme Personality of Godhead. Anything done for personal sense gratification is a cause of bondage. The conclusion is that everyone should be engaged according to the particular mode of nature he has acquired, and he should decide to work only to serve the supreme cause of the Supreme Lord."
Bg. 18.48,"Verse text
saha-jaṁ karma kaunteya
sa-doṣam api na tyajet
sarvārambhā hi doṣeṇa
dhūmenāgnir ivāvṛtāḥ","Translation
Every endeavor is covered by some fault, just as fire is covered by smoke. Therefore one should not give up the work born of his nature, O son of Kuntī, even if such work is full of fault.","Purport
In conditioned life, all work is contaminated by the material modes of nature. Even if one is a
brāhmaṇa,
he has to perform sacrifices in which animal killing is necessary. Similarly, a
kṣatriya,
however pious he may be, has to fight enemies. He cannot avoid it. Similarly, a merchant, however pious he may be, must sometimes hide his profit to stay in business, or he may sometimes have to do business on the black market. These things are necessary; one cannot avoid them. Similarly, even though a man is a
śūdra
serving a bad master, he has to carry out the order of the master, even though it should not be done. Despite these flaws, one should continue to carry out his prescribed duties, for they are born out of his own nature.
A very nice example is given herein. Although fire is pure, still there is smoke. Yet smoke does not make the fire impure. Even though there is smoke in the fire, fire is still considered to be the purest of all elements. If one prefers to give up the work of a
kṣatriya
and take up the occupation of a
brāhmaṇa,
he is not assured that in the occupation of a
brāhmaṇa
there are no unpleasant duties. One may then conclude that in the material world no one can be completely free from the contamination of material nature. This example of fire and smoke is very appropriate in this connection. When in wintertime one takes a stone from the fire, sometimes smoke disturbs the eyes and other parts of the body, but still one must make use of the fire despite disturbing conditions. Similarly, one should not give up his natural occupation because there are some disturbing elements. Rather, one should be determined to serve the Supreme Lord by his occupational duty in Kṛṣṇa consciousness. That is the perfectional point. When a particular type of occupation is performed for the satisfaction of the Supreme Lord, all the defects in that particular occupation are purified. When the results of work are purified, when connected with devotional service, one becomes perfect in seeing the self within, and that is self-realization."
Bg. 18.49,"Verse text
asakta-buddhiḥ sarvatra
jitātmā vigata-spṛhaḥ
naiṣkarmya-siddhiṁ paramāṁ
sannyāsenādhigacchati","Translation
One who is self-controlled and unattached and who disregards all material enjoyments can obtain, by practice of renunciation, the highest perfect stage of freedom from reaction.","Purport
Real renunciation means that one should always think himself part and parcel of the Supreme Lord and therefore think that he has no right to enjoy the results of his work. Since he is part and parcel of the Supreme Lord, the results of his work must be enjoyed by the Supreme Lord. This is actually Kṛṣṇa consciousness. The person acting in Kṛṣṇa consciousness is really a
sannyāsī,
one in the renounced order of life. By such a mentality, one is satisfied because he is actually acting for the Supreme. Thus he is not attached to anything material; he becomes accustomed to not taking pleasure in anything beyond the transcendental happiness derived from the service of the Lord. A
sannyāsī
is supposed to be free from the reactions of his past activities, but a person who is in Kṛṣṇa consciousness automatically attains this perfection without even accepting the so-called order of renunciation. This state of mind is called
yogārūḍha,
or the perfectional stage of
yoga.
As confirmed in the Third Chapter,
yas tv ātma-ratir eva syāt:
one who is satisfied in himself has no fear of any kind of reaction from his activity."
Bg. 18.50,"Verse text
siddhiṁ prāpto yathā brahma
tathāpnoti nibodha me
samāsenaiva kaunteya
niṣṭhā jñānasya yā parā","Translation
O son of Kuntī, learn from Me how one who has achieved this perfection can attain to the supreme perfectional stage, Brahman, the stage of highest knowledge, by acting in the way I shall now summarize.","Purport
The Lord describes for Arjuna how one can achieve the highest perfectional stage simply by being engaged in his occupational duty, performing that duty for the Supreme Personality of Godhead. One attains the supreme stage of Brahman simply by renouncing the result of his work for the satisfaction of the Supreme Lord. That is the process of self-realization. The actual perfection of knowledge is in attaining pure Kṛṣṇa consciousness; that is described in the following verses."
Bg. 18.54,"Verse text
brahma-bhūtaḥ prasannātmā
na śocati na kāṅkṣati
samaḥ sarveṣu bhūteṣu
mad-bhaktiṁ labhate parām","Translation
One who is thus transcendentally situated at once realizes the Supreme Brahman and becomes fully joyful. He never laments or desires to have anything. He is equally disposed toward every living entity. In that state he attains pure devotional service unto Me.","Purport
To the impersonalist, achieving the
brahma-bhūta
stage, becoming one with the Absolute, is the last word. But for the personalist, or pure devotee, one has to go still further, to become engaged in pure devotional service. This means that one who is engaged in pure devotional service to the Supreme Lord is already in a state of liberation, called
brahma-bhūta,
oneness with the Absolute. Without being one with the Supreme, the Absolute, one cannot render service unto Him. In the absolute conception, there is no difference between the served and the servitor; yet the distinction is there, in a higher spiritual sense.
In the material concept of life, when one works for sense gratification, there is misery, but in the absolute world, when one is engaged in pure devotional service, there is no misery. The devotee in Kṛṣṇa consciousness has nothing for which to lament or desire. Since God is full, a living entity who is engaged in God’s service, in Kṛṣṇa consciousness, becomes also full in himself. He is just like a river cleansed of all dirty water. Because a pure devotee has no thought other than Kṛṣṇa, he is naturally always joyful. He does not lament for any material loss or aspire for gain, because he is full in the service of the Lord. He has no desire for material enjoyment, because he knows that every living entity is a fragmental part and parcel of the Supreme Lord and therefore eternally a servant. He does not see, in the material world, someone as higher and someone as lower; higher and lower positions are ephemeral, and a devotee has nothing to do with ephemeral appearances or disappearances. For him stone and gold are of equal value. This is the
brahma-bhūta
stage, and this stage is attained very easily by the pure devotee. In that stage of existence, the idea of becoming one with the Supreme Brahman and annihilating one’s individuality becomes hellish, the idea of attaining the heavenly kingdom becomes phantasmagoria, and the senses are like serpents whose poison teeth are broken. As there is no fear of a serpent with broken teeth, there is no fear from the senses when they are automatically controlled. The world is miserable for the materially infected person, but for a devotee the entire world is as good as Vaikuṇṭha, or the spiritual sky. The highest personality in this material universe is no more significant than an ant for a devotee. Such a stage can be achieved by the mercy of Lord Caitanya, who preached pure devotional service in this age."
Bg. 18.55,"Verse text
bhaktyā mām abhijānāti
yāvān yaś cāsmi tattvataḥ
tato māṁ tattvato jñātvā
viśate tad-anantaram","Translation
One can understand Me as I am, as the Supreme Personality of Godhead, only by devotional service. And when one is in full consciousness of Me by such devotion, he can enter into the kingdom of God.","Purport
The Supreme Personality of Godhead, Kṛṣṇa, and His plenary portions cannot be understood by mental speculation nor by the nondevotees. If anyone wants to understand the Supreme Personality of Godhead, he has to take to pure devotional service under the guidance of a pure devotee. Otherwise, the truth of the Supreme Personality of Godhead will always be hidden. As already stated in
Bhagavad-gītā
(7.25)
,
nāhaṁ prakāśaḥ sarvasya:
He is not revealed to everyone. No one can understand God simply by erudite scholarship or mental speculation. Only one who is actually engaged in Kṛṣṇa consciousness and devotional service can understand what Kṛṣṇa is. University degrees are not helpful.
One who is fully conversant with the Kṛṣṇa science becomes eligible to enter into the spiritual kingdom, the abode of Kṛṣṇa. Becoming Brahman does not mean that one loses his identity. Devotional service is there, and as long as devotional service exists, there must be God, the devotee, and the process of devotional service. Such knowledge is never vanquished, even after liberation. Liberation involves getting free from the concept of material life; in spiritual life the same distinction is there, the same individuality is there, but in pure Kṛṣṇa consciousness. One should not mistakenly think that the word
viśate,
“enters into Me,” supports the monist theory that one becomes homogeneous with the impersonal Brahman. No.
Viśate
means that one can enter into the abode of the Supreme Lord in one’s individuality to engage in His association and render service unto Him. For instance, a green bird enters a green tree not to become one with the tree but to enjoy the fruits of the tree. Impersonalists generally give the example of a river flowing into the ocean and merging. This may be a source of happiness for the impersonalist, but the personalist keeps his personal individuality like an aquatic in the ocean. We find so many living entities within the ocean, if we go deep. Surface acquaintance with the ocean is not sufficient; one must have complete knowledge of the aquatics living in the ocean depths.
Because of his pure devotional service, a devotee can understand the transcendental qualities and the opulences of the Supreme Lord in truth. As it is stated in the Eleventh Chapter, only by devotional service can one understand. The same is confirmed here; one can understand the Supreme Personality of Godhead by devotional service and enter into His kingdom.
After attainment of the
brahma-bhūta
stage of freedom from material conceptions, devotional service begins by one’s hearing about the Lord. When one hears about the Supreme Lord, automatically the
brahma-bhūta
stage develops, and material contamination – greediness and lust for sense enjoyment – disappears. As lust and desires disappear from the heart of a devotee, he becomes more attached to the service of the Lord, and by such attachment he becomes free from material contamination. In that state of life he can understand the Supreme Lord. This is the statement of
Śrīmad-Bhāgavatam
also. After liberation the process of
bhakti,
or transcendental service, continues. The
Vedānta-sūtra
(4.1.12) confirms this:
ā-prāyaṇāt tatrāpi hi dṛṣṭam.
This means that after liberation the process of devotional service continues. In the
Śrīmad-Bhāgavatam,
real devotional liberation is defined as the reinstatement of the living entity in his own identity, his own constitutional position. The constitutional position is already explained: every living entity is a part-and-parcel fragmental portion of the Supreme Lord. Therefore his constitutional position is to serve. After liberation, this service is never stopped. Actual liberation is getting free from misconceptions of life."
Bg. 18.56,"Verse text
sarva-karmāṇy api sadā
kurvāṇo mad-vyapāśrayaḥ
mat-prasādād avāpnoti
śāśvataṁ padam avyayam","Translation
Though engaged in all kinds of activities, My pure devotee, under My protection, reaches the eternal and imperishable abode by My grace.","Purport
The word
mad-vyapāśrayaḥ
means under the protection of the Supreme Lord. To be free from material contamination, a pure devotee acts under the direction of the Supreme Lord or His representative, the spiritual master. There is no time limitation for a pure devotee. He is always, twenty-four hours a day, one hundred percent engaged in activities under the direction of the Supreme Lord. To a devotee who is thus engaged in Kṛṣṇa consciousness the Lord is very, very kind. In spite of all difficulties, he is eventually placed in the transcendental abode, or Kṛṣṇaloka. He is guaranteed entrance there; there is no doubt about it. In that supreme abode, there is no change; everything is eternal, imperishable and full of knowledge."
